title,link,snippet
Paradigm Shift in NLP | Paradigm shift in natural language processing,https://txsun1997.github.io/nlp-paradigm-shift/,"Welcome to the webpage for “Paradigm Shift in Natural Language Processing”. Some resources of the paper are constantly maintained here, such as a full list of ..."
Welcome to the Modern World of Pronouns: Identity-Inclusive ...,https://milanlproc.github.io/publication/2022-welcome_modern_world_pronouns_identity-inclusive_natural_language_processing_beyond_gender/,"However, Natural Language Processing (NLP) barely reflects this linguistic shift, resulting in the possible exclusion of non-binary users, even though recent ..."
Natural Language Processing,https://princeton-nlp.github.io/cos484/readings/eisenstein-nlp-notes.pdf,"Nov 13, 2018 ... ... 1. 1.1 Natural language processing and its neighbors . . . . . . . . . . . . . . . . . 1. 1.2 Three themes in natural language processing ..."
"The state of Computer Vision and AI: we are really, really far away.",http://karpathy.github.io/2012/10/22/state-of-computer-vision/,"Oct 22, 2012 ... Recognizing President Obama. Computer vision is still very bad at profile view face recognition, requiring full or nearly full frontal view to ..."
CSCI 1430: Introduction to Computer Vision,https://browncsci1430.github.io/,"This course provides an introduction to computer vision, including fundamentals of image formation, camera imaging geometry, feature detection and matching."
Women in Computer Vision,https://wicvworkshop.github.io/,"Women in Computer Vision. Recent Events. WiCV @ ICCV 2025. October 19th. Honolulu, Hawaii, USA. Go to website. © WiCV @ ICCV 25. Page updated. Report abuse."
Computer Vision: Foundations and Applications,https://stanford-cs131.github.io/winter2025/,Computer Vision is one of the fastest growing and most exciting AI disciplines in today's academia and industry. This 10-week course is designed to open the ...
Computer Vision at University of Virginia,https://uva-computer-vision-lab.github.io/,"Welcome to the Computer Vision Lab at the University of Virginia! Our goal is to teach the machine to see the 3D visual world, just like our humans!"
Synthetic Data for Computer Vision - CVPR 2025 | Synthetic Data for ...,https://syndata4cv.github.io/,"The workshop aims to explore the use of synthetic data in training and evaluating computer vision models, as well as in other related domains."
"6.S058: Introduction to Computer Vision, Spring 2025",https://introtocv.github.io/,"This course provides an introduction to computer vision, covering topics from early vision to mid- and high-level vision."
CS180/280A: Intro to Computer Vision and Computational ...,https://cal-cs180.github.io/,"CS180/280A Introduction to Computer Vision and Computational Photography at UC Berkeley - Fall 2025. Hands-on course covering image processing, ..."
Computer Vision And Image Understanding Lab,https://uark-cviu.github.io/,"CVIU Lab promotes advanced research in Computer Vision, Deep Learning, Biometrics, Machine Intelligence, and Quantum Machine Learning technologies."
CV4Ecology Workshop,https://cv4ecology.github.io/,"A three-week intensive program teaching Computer Vision Methods for Ecology, seeking to empower ecologists to accurately and efficiently analyze large image, ..."
"CS C280, Computer Vision (Spring 2025)",http://cs280-berkeley.github.io/,"CS C280, Computer Vision (Spring 2025). Logistics. UC Berkeley, Spring 2025. Time: Monday, Wednesday 2:00PM - 3:29PM Location: 1102 Berkeley Way West Ed: CS280 ..."
What Uncertainties Do We Need in Bayesian Deep Learning for ...,https://seunghan96.github.io/assets/pdf/BNN/paper/29.What%20Uncertainties%20Do%20We%20Need%20in%20Bayesian%20Deep%20Learning(2017).pdf,"Quantifying uncertainty in computer vision applications can be largely divided into regression set- tings such as depth regression, and classification ..."
Computer Vision Models,https://udlbook.github.io/cvbook/,"Computer Vision: Models, Learning, and Inference. Simon J.D. Prince A new machine vision textbook with 600 pages, 359 colour figures, 201 exercises and 1060 ..."
CV4MR 2025,https://cv4mr.github.io/,MR poses a set of very unique research problems in computer vision that are not covered by VR. Our focus is on capturing the real environment around the ...
"6.8300/1: Advances in Computer Vision, Spring 2024",https://advances-in-vision.github.io/,"This course covers fundamental and advanced domains in computer vision, covering topics from early vision to mid- and high-level vision."
Generative Models for Computer Vision,https://generative-vision.github.io/workshop-CVPR-25/,"However, these impressive advances in generative modeling have not yet found wide adoption in computer vision for visual recognition tasks. In this workshop, we ..."
COMPSCI 670 • Fall 2022 - Computer Vision,https://cvl-umass.github.io/cv-fall-2022/,"Computer Vision. COMPSCI 670 • Fall 2022 • University of Massachusetts, Amherst. This graduate-level course will explore techniques for the analysis of visual ..."
Reflections on Reviewing Computer Vision Papers - M. Usman ...,https://usman-rafique.github.io/posts/cv_review/,"Jan 20, 2023 ... While these guidelines are related to computer vision, these might be generally applicable to other fields. If you have any comments or ..."
International Workshop on Frontiers of Computer Vision,https://iwfcv2025.github.io/,Welcome to IWFCV 2025. Welcome to the International Workshop on Frontiers of Computer Vision! We are excited to host another year of groundbreaking research ...
Computer Vision for Drug Discovery Where Are We and What is ...,https://cvdd-cvpr25.github.io/,"Spatial Transcriptomics, Cell Painting, Optical Pooled Screening, image-based biomarkers, and other image modalities with Computer Vision and AI techniques ..."
eXCV Workshop at ICCV 2025,https://excv-workshop.github.io/,"Explainable Computer Vision: Quo Vadis? · Workshop at the International Conference on Computer Vision (ICCV) 2025 · Honolulu, Hawai'i, USA · October 19, 2025 · ..."
"WORKSHOP ON FAIR, DATA EFFICIENT AND TRUSTED ...",https://fadetrcv.github.io/2025/,"2025 IEEE CVPR WORKSHOP ON. FAIR, DATA-EFFICIENT ... FAIR, DATA-EFFICIENT, AND TRUSTED COMPUTER VISION ... in conjunction with IEEE CVPR 2025. June 11, 2025 ..."
Test-time Scaling for Computer Vision (ViSCALE) Workshop ...,https://viscale.github.io/,Test-time Scaling for Computer Vision Workshop at CVPR2025.
Advanced Computer Vision,https://16820advancedcv.github.io/,"16-820: Advanced Computer Vision · Linear Algebra, Multivariate Calculus, Probability theory, Programming. Python programming experience and previous exposure to ..."
CVMI @ CVPR 2025 - 10th IEEE Workshop on Computer Vision for ...,https://cvmi-workshop.github.io/,The 10th CVMI Workshop will bring together experts in computer vision and microscopy image analysis to foster in-depth technical discussions and ...
Computer Vision in Advertising and Marketing CVAM @ ICCV 2025 ...,https://cvam-workshop.github.io/,"The workshop will explore cutting-edge computer vision applications in digital advertising and marketing, covering fundamental visual understanding tasks."
Computer Vision in the Built Environment | 3rd Workshop and ...,https://cv4aec.github.io/,Computer Vision in the Built Environment. CV4AEC @ CVPR 2024 (18 June 2024). News Important Dates Schedule Keynote Speakers Accepted Papers Call for Short ...
4th Workshop on Uncertainty Quantification for Computer Vision,https://uncertainty-cv.github.io/,The workshop will bring together experts from machine learning and computer vision to create a new generation of well-calibrated and effective methods.
Computer Vision – Digital Scholarship & Data Science Topic Guides,https://libereurope.github.io/ds-topic-guides/computer-vision.html,"Jun 8, 2025 ... This guide introduces Computer Vision, a branch of Artificial Intelligence that enables machines to interpret and analyse visual data using ..."
PUT Vision Lab,https://putvision.github.io/,Computer Vision Lab at Poznan University of Technology.
CVPR 2023 - 10th Workshop on Medical Computer Vision,https://mcv-workshop.github.io/,"The ultimate goal of the MCV workshop is to bring together stakeholders interested in leveraging medical imaging data, machine learning and computer vision ..."
Computer Vision Group at Rice University,https://ricevision.github.io/,Computer Vision @ Rice. logo of an owl with camera shutters for eyes. Supported by Ken Kennedy Institute (Rice University). Members:
Machine Learning and Computer Vision Research Group,https://uob-mavi.github.io/people/,Applications to the 2025 Summer of Research @MaVi have now closed. Machine Learning and Computer Vision Research Group ...
Computer Vision | University of Juba,https://uojai.github.io/computervision/,Delve deeper into the world of computer vision! This advanced course builds upon your understanding of convolutional neural networks and propels you into ...
Intro to Computer Vision and Computational ... - CS180/280A,https://cal-cs180.github.io/fa24/,"... (computer vision), and image synthesis (computational photography). Key algorithms will be presented, ranging from classical (e.g. Gaussian and Laplacian ..."
Workshop on Computer Vision in the Wild 2025,https://computer-vision-in-the-wild.github.io/cvpr-2025/,The 4th Workshop on Computer Vision in the Wild (CVinW) at CVPR 2025 aims to foster discussions and innovations that push the boundaries of computer vision ...
